"Antimicrobial";"Bacterium";"DiskContent";"Z6";"Z7";"Z8";"Z9";"Z10";"Z11";"Z12";"Z13";"Z14";"Z15";"Z16";"Z17";"Z18";"Z19";"Z20";"Z21";"Z22";"Z23";"Z24";"Z25";"Z26";"Z27";"Z28";"Z29";"Z30";"Z31";"Z32";"Z33";"Z34";"Z35";"Z36";"Z37";"Z38";"Z39";"Z40";"Z41";"Z42";"Z43";"Z44";"Z45";"Z46";"Z47";"Z48";"Z49";"Z50";"ECOFF";"Distributions";"Observations"
"Ceftibuten";"Citrobacter koseri";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;1;5;4;5;6;3;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;37
"Ceftibuten";"Enterobacter cloacae";30;25;0;0;0;1;0;0;0;1;0;0;1;1;0;3;2;7;10;10;17;30;28;27;22;11;5;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;213
"Ceftibuten";"Escherichia coli";30;35;0;3;5;7;5;10;14;25;27;33;29;31;40;47;24;36;62;151;286;567;1023;1364;1808;2199;1591;1071;676;337;180;90;41;26;15;3;3;8;0;0;0;2;0;0;0;1;24;5;11875
"Ceftibuten";"Escherichia coli ATCC 25922";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;16;34;78;100;107;55;24;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;425
"Ceftibuten";"Haemophilus influenzae";30;2;0;0;0;0;0;0;1;1;1;0;1;0;1;3;0;0;5;3;1;3;6;8;10;20;23;40;41;41;24;22;19;11;10;3;3;1;0;1;1;0;0;0;0;0;25;3;306
"Ceftibuten";"Haemophilus influenzae ATCC 49766";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9;21;24;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;80
"Ceftibuten";"Klebsiella aerogenes";30;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;6;4;8;4;12;6;4;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;54
"Ceftibuten";"Klebsiella oxytoca";30;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;1;2;2;6;5;7;18;33;54;52;57;46;32;15;19;5;3;2;0;0;0;1;0;0;0;0;0;;4;365
"Ceftibuten";"Klebsiella pneumoniae";30;1;0;0;0;0;0;1;0;0;0;4;1;1;4;5;5;7;6;11;13;18;32;35;52;123;123;190;195;136;101;51;23;11;4;4;1;0;0;1;0;1;0;0;1;0;25;5;1161
"Ceftibuten";"Morganella morganii";30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;3;0;6;8;3;12;10;4;4;2;0;2;0;1;0;0;0;0;0;0;0;0;0;;2;60
"Ceftibuten";"Proteus mirabilis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;5;1;6;2;11;14;21;27;56;79;95;106;89;69;28;18;8;5;4;0;0;0;0;0;0;0;;3;647
"Ceftibuten";"Proteus vulgaris";30;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;6;2;3;8;1;1;1;0;0;0;0;0;0;0;0;0;;2;31
"Ceftibuten";"Salmonella spp";30;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;1;0;1;1;0;3;5;13;15;20;27;53;42;27;28;13;9;4;2;0;0;0;0;0;0;1;0;0;0;0;;4;269
"Ceftibuten";"Shigella boydii";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;3
"Ceftibuten";"Shigella sonnei";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;2;4;6;4;10;3;9;3;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;;3;55
"Ceftibuten";"Shigella spp";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;0;2;4;5;9;9;6;7;3;4;5;2;0;0;0;0;0;1;0;0;0;0;0;0;;1;65
"Ceftiofur";"Mannheimia haemolytica";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;3;18;19;13;19;14;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1;104
"Ceftolozane-tazobactam";"Pseudomonas aeruginosa";40;36;0;1;1;2;4;6;8;8;6;3;11;5;3;5;14;17;17;31;53;75;52;29;12;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;408
"Ceftriaxone";"Citrobacter freundii";30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4;8;15;8;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;47
"Ceftriaxone";"Citrobacter koseri";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;8;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;18
"Ceftriaxone";"Enterobacter cloacae";30;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;8;10;7;7;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;46
"Ceftriaxone";"Escherichia coli";30;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;8;9;20;39;79;61;34;16;11;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;25;2;294
"Ceftriaxone";"Escherichia coli ATCC 25922";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;11;31;40;20;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;111
"Ceftriaxone";"Haemophilus influenzae";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;6;2;5;5;8;10;12;20;32;37;33;36;36;19;17;13;6;2;1;1;1;1;0;0;30;3;308
"Ceftriaxone";"Haemophilus influenzae ATCC 49766";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11;20;21;24;1;0;0;0;0;0;0;0;0;0;0;;2;79
"Ceftriaxone";"Kingella kingae";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;3;4;14;14;12;22;19;19;7;13;8;8;5;2;1;0;;1;158
"Ceftriaxone";"Klebsiella aerogenes";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;3;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;13
"Ceftriaxone";"Klebsiella oxytoca";30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;5;9;14;10;4;4;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;54
"Ceftriaxone";"Klebsiella pneumoniae";30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;12;31;33;31;15;5;3;3;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;23;2;142
"Ceftriaxone";"Klebsiella pneumoniae ATCC 700603";30;0;0;0;0;0;0;0;0;0;0;0;8;32;33;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;84
"Ceftriaxone";"Moraxella catarrhalis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;13;11;14;11;8;6;3;2;6;9;12;6;6;7;2;3;5;0;0;0;0;0;0;0;0;;2;131
"Ceftriaxone";"Morganella morganii";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;3;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1;21
"Ceftriaxone";"Proteus mirabilis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;6;7;8;18;23;19;14;4;8;1;1;0;0;0;0;0;0;0;0;;2;112
"Ceftriaxone";"Streptococcus anginosus";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;6
"Ceftriaxone";"Streptococcus mitis";30;2;0;0;0;0;1;0;0;0;1;0;0;0;2;1;2;2;0;0;2;0;2;0;1;5;7;9;2;4;5;2;2;1;2;2;0;0;0;0;0;0;0;0;0;0;;3;57
"Ceftriaxone";"Streptococcus oralis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;1;1;1;3;1;2;2;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;21
"Ceftriaxone";"Streptococcus parasanguis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;2
"Ceftriaxone";"Streptococcus pneumoniae ATCC 49619";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;13;16;17;20;7;4;0;0;0;0;0;0;0;0;0;0;0;0;;4;83
"Ceftriaxone";"Streptococcus, viridans group";30;1;0;0;0;0;1;0;0;0;1;0;0;0;3;0;3;2;2;1;5;5;7;4;7;7;15;15;9;13;11;7;4;2;9;3;0;0;0;0;0;0;0;0;0;0;;2;137
"Cefuroxime";"Citrobacter freundii";30;2;0;0;0;1;0;0;0;0;0;0;0;1;0;7;7;15;19;13;6;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;75
"Cefuroxime";"Enterobacter cloacae";30;28;1;0;2;1;2;2;2;1;4;4;7;7;11;8;7;3;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;96
"Cefuroxime";"Escherichia coli";30;28;0;0;0;1;2;0;0;1;1;4;2;3;7;29;46;61;46;46;30;22;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;4;334
"Cefuroxime";"Escherichia coli ATCC 25922";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17;24;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;59
"Cefuroxime";"Haemophilus influenzae";30;13;0;0;0;0;0;1;1;0;1;0;1;3;5;5;10;11;10;9;15;10;20;26;31;36;23;14;9;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;26;2;262
"Cefuroxime";"Haemophilus influenzae ATCC 49766";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;9;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19
"Cefuroxime";"Kingella kingae";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;2;2;9;11;15;12;19;20;11;16;13;9;4;5;2;4;0;0;;1;158
"Cefuroxime";"Klebsiella aerogenes";30;0;0;0;1;0;0;1;0;0;0;0;0;2;1;1;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;13
"Cefuroxime";"Klebsiella oxytoca";30;7;0;1;0;0;0;0;0;0;0;1;0;4;7;6;9;15;26;15;23;8;10;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;138
"Cefuroxime";"Klebsiella pneumoniae";30;9;0;0;0;1;0;0;0;3;4;4;2;6;5;6;14;26;46;38;20;12;10;4;1;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;4;217
"Cefuroxime";"Moraxella catarrhalis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;11;14;21;25;13;16;8;8;4;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;131
"Cefuroxime";"Morganella morganii";30;7;0;0;2;1;1;4;0;2;4;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;28
"Cefuroxime";"Proteus mirabilis";30;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;6;9;15;26;41;19;15;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;148
"Cefuroxime";"Streptococcus anginosus";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;1;6
"Cefuroxime";"Streptococcus mitis";30;5;0;0;0;1;0;0;1;1;1;1;0;1;0;0;1;0;0;2;0;0;0;1;5;1;4;5;8;2;4;1;1;3;2;4;0;1;1;0;0;0;0;0;0;0;;3;57
"Cefuroxime";"Streptococcus oralis";30;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;1;1;4;0;2;0;4;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;;1;21
"Cefuroxime";"Streptococcus parasanguis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;2
"Cefuroxime";"Streptococcus pneumoniae ATCC 49619";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;10;28;33;28;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;109
"Cefuroxime";"Streptococcus, viridans group";30;4;0;0;0;1;0;0;0;1;3;1;1;2;0;1;3;1;1;2;1;0;0;4;7;8;12;11;13;8;12;5;8;6;6;5;4;5;1;0;0;0;0;0;0;0;;2;137
"Chloramphenicol";"Citrobacter freundii";30;0;0;0;0;0;0;1;0;0;1;0;1;4;5;8;10;7;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;48
"Chloramphenicol";"Citrobacter koseri";30;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;6;6;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;18
"Chloramphenicol";"Enterobacter cloacae";30;0;0;0;0;0;0;0;1;1;0;5;5;4;10;8;5;8;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;51
"Chloramphenicol";"Escherichia coli";30;5;0;1;1;0;0;0;1;1;1;0;3;6;11;27;64;46;38;33;22;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2;269
"Chloramphenicol";"Escherichia coli ATCC 25922";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;20;23;16;8;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;84
"Chloramphenicol";"Haemophilus influenzae";30;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;1;0;1;0;2;19;38;84;96;99;57;20;20;4;1;0;1;0;1;0;0;0;0;0;0;28;8;448
"Chloramphenicol";"Haemophilus influenzae ATCC 49766";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;9;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;33
"Chloramphenicol";"Klebsiella aerogenes";30;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;5;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;13
"Chloramphenicol";"Klebsiella oxytoca";30;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;2;8;5;8;17;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;57
"Chloramphenicol";"Klebsiella pneumoniae";30;5;0;2;1;0;1;2;1;0;0;2;1;4;2;5;8;21;34;37;23;9;6;2;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;3;171
"Chloramphenicol";"Moraxella catarrhalis";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;2;8;23;34;41;30;11;9;5;1;0;1;0;0;0;0;0;0;0;31;7;168
"Chloramphenicol";"Morganella morganii";30;2;1;1;0;0;0;0;0;0;1;0;0;0;0;0;2;3;3;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21
"Chloramphenicol";"Proteus mirabilis";30;7;0;0;0;0;0;0;0;0;1;1;6;10;20;22;23;6;3;5;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;110
"Chloramphenicol";"Salmonella spp";30;15;0;0;2;0;0;0;0;0;1;0;0;1;0;3;12;20;40;71;81;63;30;21;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;9;366
"Chloramphenicol";"Serratia marcescens";30;1;0;0;0;0;0;0;0;0;1;0;0;3;0;5;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;15
"Chloramphenicol";"Staphylococcus aureus";30;0;0;6;5;4;1;1;0;0;0;0;0;2;4;7;38;75;117;125;99;75;29;20;6;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;8;618
"Chloramphenicol";"Staphylococcus aureus ATCC 29213";30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;8;23;29;13;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;5;85
"Chloramphenicol";"Staphylococcus capitis";30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;7;5;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;30
"Chloramphenicol";"Staphylococcus coagulase negative";30;0;0;10;8;3;1;0;0;0;1;0;0;0;0;0;0;0;0;4;7;11;17;23;25;24;10;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;155
"Chloramphenicol";"Staphylococcus cohnii";30;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;7
"Chloramphenicol";"Staphylococcus epidermidis";30;0;0;8;7;3;1;0;0;0;0;0;0;1;0;0;0;0;0;1;2;3;5;9;12;12;5;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;77
"Chloramphenicol";"Staphylococcus haemolyticus";30;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;16
"Chloramphenicol";"Staphylococcus hominis";30;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;5;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;21
"Chloramphenicol";"Streptococcus agalactiae";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;5;6;10;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;32
"Chloramphenicol";"Streptococcus group C";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;11;17;34;32;19;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;122
"Chloramphenicol";"Streptococcus group G";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;9;18;37;29;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;111
"Chloramphenicol";"Streptococcus pneumoniae";30;0;0;0;0;0;0;0;1;2;2;2;0;1;1;1;1;2;10;18;34;56;53;43;29;34;17;8;5;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;8;324
"Chloramphenicol";"Streptococcus pneumoniae ATCC 49619";30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;31;29;24;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;6;109
"Chloramphenicol";"Streptococcus pyogenes";30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;6;4;10;10;23;33;25;10;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;133
"Ciprofloxacin";"Acinetobacter baumannii";5;84;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;1;1;5;7;14;11;10;14;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8;157
"Ciprofloxacin";"Acinetobacter pittii";5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;7;18;8;7;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;57
"Ciprofloxacin";"Acinetobacter spp";5;60;0;0;0;1;0;1;0;1;1;1;1;0;0;2;3;2;4;8;22;34;46;40;23;23;7;9;5;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;8;297
"Ciprofloxacin";"Aerococcus urinae";5;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;4;2;3;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;18
"Ciprofloxacin";"Aeromonas spp";5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;5
"Ciprofloxacin";"Campylobacter coli";5;118;2;4;2;6;6;4;4;4;5;3;4;1;6;2;0;2;1;0;0;0;1;2;0;5;2;6;7;5;12;13;11;14;10;21;4;9;4;2;0;1;0;0;0;0;26;10;303
"Ciprofloxacin";"Campylobacter jejuni";5;704;14;20;17;27;16;8;12;6;7;4;6;0;1;0;0;2;0;0;0;1;3;8;9;14;25;25;29;46;68;72;55;69;67;73;31;38;33;25;13;13;3;3;0;1;26;16;1568
"Ciprofloxacin";"Campylobacter jejuni ATCC 33560";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;8;17;31;19;28;26;9;7;2;1;0;0;0;0;0;0;;13;153
"Ciprofloxacin";"Citrobacter braakii";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;7
"Ciprofloxacin";"Citrobacter freundii";5;3;0;0;0;2;2;2;1;2;2;1;3;1;1;4;3;6;5;9;20;33;34;32;40;65;81;53;40;21;21;13;2;3;3;2;1;0;0;0;0;0;0;0;0;0;;8;511
"Ciprofloxacin";"Citrobacter koseri";5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;6;1;2;5;4;9;17;37;34;56;65;72;43;33;21;9;4;8;1;0;0;0;0;0;0;0;0;0;;7;430
"Ciprofloxacin";"Citrobacter spp";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;6;6;7;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;35
"Ciprofloxacin";"Corynebacterium afermentans";5;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;1;0;0;0;0;;1;9
"Ciprofloxacin";"Corynebacterium amycolatum";5;69;0;0;0;1;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;87
"Ciprofloxacin";"Corynebacterium aurimucosum";5;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;;1;8
"Ciprofloxacin";"Corynebacterium glucuronolyticum";5;2;0;0;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;20
"Ciprofloxacin";"Corynebacterium jeikeium";5;59;0;1;0;1;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;71
"Ciprofloxacin";"Corynebacterium propinquum";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;7
"Ciprofloxacin";"Corynebacterium pseudodiphtheriticum";5;12;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;5;5;5;4;1;2;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;4;46
"Ciprofloxacin";"Corynebacterium singulare";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;;1;4
"Ciprofloxacin";"Corynebacterium spp";5;295;0;4;3;4;9;5;2;7;1;3;1;2;4;2;1;2;2;1;1;1;4;2;7;18;14;9;11;8;7;15;8;3;4;1;0;0;0;0;0;1;0;0;1;0;;5;463
"Ciprofloxacin";"Corynebacterium striatum";5;71;2;4;2;2;3;1;1;3;1;1;0;0;3;0;1;1;0;0;1;1;1;1;1;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;107
"Ciprofloxacin";"Corynebacterium urealyticum";5;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;4;54
"Ciprofloxacin";"Enterobacter cloacae";5;9;0;0;0;1;0;0;1;1;2;3;4;1;2;3;3;7;9;9;32;37;57;81;111;155;152;135;114;73;55;21;15;7;3;3;2;1;1;1;0;0;0;0;0;0;;7;1111
"Ciprofloxacin";"Enterobacter spp";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;3;0;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;14
"Ciprofloxacin";"Enterococcus faecalis";5;91;0;0;0;0;0;0;0;0;0;1;2;9;18;41;51;33;34;18;4;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;309
"Ciprofloxacin";"Enterococcus faecalis ATCC 29212";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;38;30;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;87
