"Antimicrobial";"Bacterium";"M0.002";"M0.004";"M0.008";"M0.016";"M0.032";"M0.064";"M0.125";"M0.25";"M0.5";"M1";"M2";"M4";"M8";"M16";"M32";"M64";"M128";"M256";"M512";"ECOFF";"Distributions";"Observations"
"Piperacillin-tazobactam";"Proteus vulgaris";0;0;0;0;6;4;42;61;242;61;15;3;6;4;1;0;2;0;0;2;5;447
"Piperacillin-tazobactam";"Providencia rettgeri";0;0;0;0;0;0;1;2;70;15;5;3;0;3;0;0;0;0;0;2;3;99
"Piperacillin-tazobactam";"Providencia stuartii";0;0;0;1;0;0;0;1;15;33;60;64;26;11;2;5;2;0;0;8;3;220
"Piperacillin-tazobactam";"Pseudomonas aeruginosa";0;0;5;1;0;4;23;37;453;886;3147;10479;5692;3595;1879;1506;3135;863;161;16;71;31866
"Piperacillin-tazobactam";"Pseudomonas fluorescens group";0;0;0;0;0;0;1;0;5;24;69;95;74;41;14;8;19;3;118;16;5;471
"Piperacillin-tazobactam";"Pseudomonas stutzeri group";0;0;0;0;0;0;0;2;6;15;14;1;0;0;0;0;0;0;0;;2;38
"Piperacillin-tazobactam";"Raoultella spp";0;0;0;0;0;0;0;0;4;10;25;8;6;3;0;1;1;2;0;;2;60
"Piperacillin-tazobactam";"Salmonella enteritidis";0;0;0;0;0;0;0;0;4;9;205;327;17;4;0;0;1;0;0;8;2;567
"Piperacillin-tazobactam";"Salmonella spp";0;0;0;0;0;0;0;0;17;144;674;710;112;15;7;8;8;9;8;8;3;1712
"Piperacillin-tazobactam";"Salmonella typhi";0;0;0;0;0;0;0;0;5;106;152;42;12;1;1;1;1;2;0;8;1;323
"Piperacillin-tazobactam";"Salmonella typhimurium";0;0;0;0;0;0;0;0;1;8;52;65;38;4;3;3;2;6;7;8;1;189
"Piperacillin-tazobactam";"Serratia liquefaciens";0;0;0;0;0;0;0;0;17;95;133;31;8;7;14;7;5;2;142;8;5;461
"Piperacillin-tazobactam";"Serratia marcescens";0;0;1;0;0;0;1;4;292;1138;1331;516;189;158;213;141;140;29;1;8;8;4154
"Piperacillin-tazobactam";"Serratia spp";0;0;0;0;0;0;0;3;5;125;152;41;13;15;17;32;7;4;173;8;4;587
"Piperacillin-tazobactam";"Shigella flexneri";0;0;0;0;0;0;0;1;59;47;146;57;10;0;0;0;1;0;0;8;1;321
"Piperacillin-tazobactam";"Shigella sonnei";0;0;0;0;0;0;0;0;16;165;231;11;3;0;0;0;0;0;0;8;1;426
"Piperacillin-tazobactam";"Staphylococcus aureus";0;0;16;17;19;34;187;526;1374;1526;1523;578;140;77;50;47;30;43;0;2;45;6187
"Piperacillin-tazobactam";"Staphylococcus aureus MRSA";0;0;0;0;0;0;0;0;1;1;5;6;9;2;17;103;227;33;0;;4;404
"Piperacillin-tazobactam";"Staphylococcus aureus MSSA";0;0;0;0;0;0;1;2;100;210;187;51;18;1;1;0;0;0;0;;4;571
"Piperacillin-tazobactam";"Staphylococcus capitis";0;0;0;0;1;1;8;11;79;31;15;10;11;6;3;9;4;0;0;;2;189
"Piperacillin-tazobactam";"Staphylococcus coagulase negative";0;0;0;1;7;44;131;124;205;225;142;51;32;21;7;7;23;34;1;;5;1055
"Piperacillin-tazobactam";"Staphylococcus coagulase negative MRSE";0;0;0;0;0;0;0;1;4;37;76;30;28;11;4;4;11;22;0;;2;228
"Piperacillin-tazobactam";"Staphylococcus epidermidis";0;0;0;5;5;10;92;130;663;819;823;477;271;123;79;82;91;28;1;;5;3699
"Piperacillin-tazobactam";"Staphylococcus epidermidis MSSE";0;0;0;0;0;0;22;20;19;18;2;3;0;0;0;0;0;0;0;;2;84
"Piperacillin-tazobactam";"Staphylococcus haemolyticus";0;0;1;1;1;0;2;5;25;42;21;33;39;31;20;34;131;38;9;;4;433
"Piperacillin-tazobactam";"Staphylococcus hominis";0;0;0;1;1;0;2;3;76;46;40;51;80;22;6;11;20;0;0;;2;359
"Piperacillin-tazobactam";"Staphylococcus saprophyticus";0;0;0;0;0;1;6;1;17;27;39;13;11;7;2;2;7;3;0;;3;136
"Piperacillin-tazobactam";"Staphylococcus warneri";0;0;0;0;0;0;2;1;34;32;7;4;11;8;4;1;2;1;0;;1;107
"Piperacillin-tazobactam";"Stenotrophomonas maltophilia";0;0;0;0;0;0;0;0;8;16;29;120;354;685;726;554;2208;258;90;;16;5048
"Piperacillin-tazobactam";"Streptococcus agalactiae";0;0;4;8;7;30;156;372;1775;120;3;3;0;1;1;0;2;2;0;1;8;2484
"Piperacillin-tazobactam";"Streptococcus anginosus";0;0;0;1;2;10;32;36;78;15;4;2;2;5;1;1;1;5;0;1;6;195
"Piperacillin-tazobactam";"Streptococcus group G";0;0;0;11;47;144;49;6;13;1;0;0;0;0;0;0;0;0;0;0.25;6;271
"Piperacillin-tazobactam";"Streptococcus milleri";0;0;0;0;2;6;8;9;61;13;2;0;1;0;0;0;0;0;0;1;2;102
"Piperacillin-tazobactam";"Streptococcus oralis";0;1;15;32;52;11;20;23;16;8;5;7;3;3;0;0;0;0;0;;4;196
"Piperacillin-tazobactam";"Streptococcus pneumoniae";2;12;421;694;183;72;13;43;145;24;48;47;12;0;0;0;0;0;0;0.064;7;1716
"Piperacillin-tazobactam";"Streptococcus pyogenes";0;0;3;22;188;290;73;8;64;3;1;1;0;0;0;0;0;0;0;0.25;7;653
"Piperacillin-tazobactam";"Streptococcus, viridans group";0;2;17;49;70;54;149;132;88;35;23;30;22;11;2;2;0;1;0;;6;687
"Posaconazole";"Candida albicans EUCAST";0;0;167;3429;1161;372;84;34;19;4;0;3;11;13;0;0;0;0;0;;5;5297
"Posaconazole";"Candida dubliniensis EUCAST";0;0;0;52;17;5;0;0;0;0;0;0;0;0;0;0;0;0;0;;3;74
"Posaconazole";"Candida glabrata EUCAST";0;0;2;11;22;132;310;382;315;131;63;55;51;2;11;0;0;0;0;;5;1487
"Posaconazole";"Candida guilliermondii EUCAST";0;0;0;4;23;49;38;25;7;2;2;0;0;3;0;0;0;0;0;;5;153
"Posaconazole";"Candida kefyr EUCAST";0;0;1;9;6;9;1;1;1;0;0;0;0;0;0;0;0;0;0;;5;28
"Posaconazole";"Candida krusei EUCAST";0;0;0;3;27;91;153;74;14;0;0;0;0;0;0;0;0;0;0;;5;362
"Posaconazole";"Candida lusitaniae EUCAST";0;0;0;34;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;3;43
"Posaconazole";"Candida parapsilosis EUCAST";0;0;20;698;331;145;11;4;2;0;0;1;0;0;0;0;0;0;0;;5;1212
"Posaconazole";"Candida tropicalis EUCAST";0;0;7;359;253;64;16;13;3;3;10;10;7;9;0;0;0;0;0;;5;754
"Posaconazole";"Saccharomyces cerevisiae EUCAST";0;0;0;0;1;2;7;9;8;4;1;0;1;0;0;0;0;0;0;;2;33
"Pyrazinamide";"Mycobacterium tuberculosis";0;0;0;0;0;0;0;0;0;0;0;0;0;11;38;23;11;4;2;;2;89
"Quinupristin-dalfopristin";"Bacteroides fragilis group";0;0;0;0;0;0;0;0;0;0;0;0;0;6;46;4;0;0;0;;1;56
"Quinupristin-dalfopristin";"Clostridium spp";0;0;0;0;0;1;1;3;1;8;4;1;0;0;1;0;0;0;0;;1;20
"Quinupristin-dalfopristin";"Enterococcus faecalis";0;0;0;0;0;0;0;11;60;208;775;1706;1474;569;199;6;0;173;0;;14;5181
"Quinupristin-dalfopristin";"Enterococcus faecium";0;0;0;0;0;0;4;144;812;500;1432;928;256;370;212;4;1;0;0;;26;4663
"Quinupristin-dalfopristin";"Lactobacillus reuteri";0;0;0;0;0;0;0;32;12;2;0;0;1;2;0;0;0;0;0;;1;49
"Quinupristin-dalfopristin";"Lactobacillus spp";0;0;0;0;0;0;0;32;12;2;0;0;1;2;0;0;0;0;0;;1;49
"Quinupristin-dalfopristin";"Peptostreptococcus spp";0;0;0;0;0;0;0;2;2;3;2;0;0;0;0;0;0;0;0;;1;9
"Quinupristin-dalfopristin";"Staphylococcus aureus";0;0;0;0;5;15;985;8346;4444;669;40;18;16;12;0;0;0;0;0;1;9;14550
"Quinupristin-dalfopristin";"Staphylococcus capitis";0;0;0;0;0;11;27;142;73;12;2;0;0;1;0;0;0;0;0;;2;268
"Quinupristin-dalfopristin";"Staphylococcus coagulase negative";0;0;0;0;0;1;86;477;160;42;9;1;0;0;0;0;0;0;0;;4;776
"Quinupristin-dalfopristin";"Staphylococcus epidermidis";0;0;0;0;0;2;432;1935;236;84;36;2;0;1;1;0;0;0;0;;2;2729
"Quinupristin-dalfopristin";"Staphylococcus haemolyticus";0;0;0;0;0;1;34;391;191;37;1;1;1;0;0;0;0;0;0;;3;657
"Quinupristin-dalfopristin";"Staphylococcus hominis";0;0;0;0;0;1;42;294;131;20;0;2;0;0;0;0;0;0;0;;2;490
"Quinupristin-dalfopristin";"Staphylococcus lugdunensis";0;0;0;0;0;0;7;14;1;0;0;0;0;0;0;0;0;0;0;;2;22
"Quinupristin-dalfopristin";"Staphylococcus saprophyticus";0;0;0;0;0;2;48;383;21;13;0;0;0;0;0;0;0;0;0;;3;467
"Quinupristin-dalfopristin";"Staphylococcus simulans";0;0;0;0;0;1;6;81;2;0;0;0;0;0;0;0;0;0;0;;1;90
"Quinupristin-dalfopristin";"Staphylococcus warneri";0;0;0;0;0;0;7;40;79;3;1;0;0;0;0;0;0;0;0;;2;130
"Quinupristin-dalfopristin";"Streptococcus agalactiae";0;0;0;0;0;0;7;31;145;16;0;5;9;5;0;0;0;0;0;;3;218
"Quinupristin-dalfopristin";"Streptococcus bovis";0;0;0;0;0;0;0;2;1;3;5;2;3;2;0;0;0;0;0;;1;18
"Quinupristin-dalfopristin";"Streptococcus mitis";0;0;0;0;0;0;0;3;4;11;5;4;1;0;0;0;0;0;0;;1;28
"Quinupristin-dalfopristin";"Streptococcus oralis";0;0;0;0;0;0;0;0;6;17;5;2;0;1;0;0;0;0;0;;1;31
"Quinupristin-dalfopristin";"Streptococcus pneumoniae";0;0;0;0;2;5;121;1986;15027;7069;341;24;10;5;0;0;0;0;0;;5;24590
"Quinupristin-dalfopristin";"Streptococcus pyogenes";0;0;0;0;50;916;6004;480;103;9;1;0;0;0;0;0;0;0;0;;4;7563
"Quinupristin-dalfopristin";"Streptococcus, viridans group";0;0;0;0;0;0;0;0;9;14;22;4;1;0;0;0;0;0;0;;1;50
"Retapamulin";"Staphylococcus aureus";0;1;10;34;251;3634;1831;224;35;1;5;0;0;0;1;2;0;0;0;0.5;7;6029
"Retapamulin";"Staphylococcus aureus MRSA";0;0;0;0;10;160;30;0;0;0;0;0;0;0;0;0;0;0;0;;2;200
"Retapamulin";"Staphylococcus aureus MSSA";0;0;0;0;5;127;66;0;0;0;0;0;0;0;1;1;0;0;0;;2;200
"Retapamulin";"Staphylococcus lugdunensis";0;0;4;38;146;11;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;199
"Retapamulin";"Streptococcus agalactiae";0;0;5;83;790;173;17;3;0;0;0;0;0;0;0;0;0;0;0;0.125;2;1071
"Retapamulin";"Streptococcus pyogenes";4;10;105;938;1467;191;54;2;0;0;0;0;0;0;0;0;0;0;0;0.125;3;2771
"Rifampicin";"Acinetobacter baumannii";0;0;0;0;0;0;0;0;3;9;20;39;2;2;4;14;9;0;0;;1;102
"Rifampicin";"Actinomyces israelii";61;33;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;98
"Rifampicin";"Actinomyces spp";127;113;47;10;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;305
"Rifampicin";"Aerococcus sanguinicola";0;0;0;3;5;52;8;0;0;0;0;0;0;0;0;0;0;0;0;;2;68
"Rifampicin";"Clostridium difficile";1905;1407;2;1;1;2;0;0;4;4;0;1;0;0;7;50;9;0;0;0.004;8;3393
"Rifampicin";"Corynebacterium amycolatum";0;0;0;10;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;1;12
"Rifampicin";"Corynebacterium jeikeium";0;0;6;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;;1;12
"Rifampicin";"Corynebacterium pseudodiphtheriticum";0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;11
"Rifampicin";"Corynebacterium spp";0;0;30;10;2;0;0;0;1;0;0;1;2;2;11;0;0;0;0;;5;59
"Rifampicin";"Corynebacterium striatum";0;0;6;12;0;0;0;0;1;0;0;0;0;0;9;0;0;0;0;;2;28
"Rifampicin";"Corynebacterium urealyticum";0;0;7;0;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;;1;12
"Rifampicin";"Enterococcus faecalis";0;0;0;0;0;29;5;29;445;961;650;476;202;103;0;0;0;0;0;4;2;2900
"Rifampicin";"Haemophilus influenzae";0;0;0;0;1;28;218;555;153;14;0;0;0;0;0;0;0;0;0;1;4;969
"Rifampicin";"Helicobacter pylori";0;0;0;1;6;7;14;30;21;17;14;1;1;0;0;0;0;0;0;;2;112
"Rifampicin";"Kingella kingae";0;0;0;1;1;43;103;49;5;0;0;0;0;0;0;0;0;0;0;;1;202
"Rifampicin";"Legionella pneumophila";0;5;7;132;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;183
"Rifampicin";"Mycobacterium avium";0;0;0;0;0;0;2;8;19;73;133;203;160;232;0;0;0;0;0;;3;830
"Rifampicin";"Mycobacterium intracellulare";0;0;0;0;0;0;2;7;9;27;49;82;50;61;0;0;0;0;0;;3;287
"Rifampicin";"Neisseria meningitidis";40;251;534;553;298;194;89;81;30;4;0;0;3;0;32;0;0;30;0;;14;2139
"Rifampicin";"Staphylococcus aureus";1;197;677;203;15;3;3;2;2;9;8;3;0;0;1;3;8;17;2;0.032;3;1154
"Rifampicin";"Staphylococcus aureus MRSA";0;93;195;22;0;0;0;0;0;0;0;5;0;0;0;0;0;0;2;0.032;3;317
"Rifampicin";"Staphylococcus aureus MSSA";0;84;131;175;24;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.032;3;416
"Rifampicin";"Staphylococcus coagulase negative";2;54;174;275;92;13;2;0;1;0;3;1;0;1;1;2;8;54;14;0.064;3;697
"Rifampicin";"Staphylococcus coagulase negative MRSE";0;50;103;115;33;5;1;0;1;2;3;7;0;0;3;0;7;10;30;0.064;3;370
"Rifampicin";"Staphylococcus epidermidis";0;55;52;108;65;41;1;0;0;1;0;4;0;0;1;0;8;4;36;0.064;3;376
"Rifampicin";"Staphylococcus epidermidis MSSE";0;11;24;36;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.064;2;84
"Rifampicin";"Staphylococcus haemolyticus";0;1;11;14;23;6;8;0;0;0;0;1;0;0;0;0;0;0;2;0.064;3;66
"Rifampicin";"Streptococcus agalactiae";0;0;0;0;6;24;1;0;1;0;0;0;0;0;0;0;0;0;0;;1;32
"Rifampicin";"Streptococcus pneumoniae";0;0;18;198;638;207;24;2;3;3;2;0;3;0;0;0;0;0;0;0.125;3;1098
"Roxithromycin";"Bacteroides fragilis group";0;0;0;0;0;0;0;1;0;11;25;12;3;0;0;0;0;0;0;;1;52
"Roxithromycin";"Clostridium perfringens";0;0;0;0;0;0;0;0;0;3;7;0;0;0;0;0;0;0;0;;1;10
"Roxithromycin";"Enterococcus faecalis";0;0;0;0;0;1;7;6;9;23;60;97;120;35;355;0;0;69;0;8;2;782
"Roxithromycin";"Enterococcus faecium";0;0;0;0;0;1;0;0;0;1;0;17;1;2;0;2;1;72;0;;1;97
"Roxithromycin";"Haemophilus influenzae";0;0;0;0;0;0;0;0;0;1;0;12;68;91;19;3;0;0;0;;2;194
"Roxithromycin";"Moraxella catarrhalis";0;0;0;0;16;25;5;1;0;0;0;1;0;0;0;0;0;0;0;0.25;1;48
"Roxithromycin";"Neisseria gonorrhoeae";0;0;0;0;2;2;9;20;8;2;0;0;0;0;0;0;0;0;0;;1;43
"Roxithromycin";"Peptostreptococcus spp";0;0;0;0;1;6;0;1;0;3;6;0;0;1;0;0;0;0;0;;1;18
"Roxithromycin";"Staphylococcus aureus";0;0;0;0;0;0;55;269;2288;471;12;15;23;29;839;0;0;0;0;1;2;4001
"Roxithromycin";"Staphylococcus aureus MRSA";0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;42;0;1;1;50
"Roxithromycin";"Staphylococcus aureus MSSA";0;0;0;0;0;0;0;2;37;0;0;0;0;0;0;0;1;10;0;1;1;50
"Roxithromycin";"Staphylococcus capitis";0;0;0;0;0;0;10;60;44;2;0;0;2;2;29;0;0;0;0;1;1;149
"Roxithromycin";"Staphylococcus coagulase negative";0;0;0;0;0;0;20;60;38;5;2;2;2;27;190;0;0;0;0;1;1;346
"Roxithromycin";"Staphylococcus epidermidis";0;0;0;0;0;1;37;233;184;11;0;3;4;18;935;3;2;9;0;1;2;1440
"Roxithromycin";"Staphylococcus saprophyticus";0;0;0;0;0;1;4;4;15;0;0;0;0;0;0;1;2;3;0;1;1;30
"Roxithromycin";"Staphylococcus warneri";0;0;0;0;0;0;0;22;15;0;0;0;0;0;16;0;0;0;0;1;1;53
"Roxithromycin";"Streptococcus acidominimus";0;0;0;0;0;0;9;3;2;1;1;0;1;0;1;0;0;0;0;;1;18
"Roxithromycin";"Streptococcus milleri";0;0;0;0;11;17;2;0;0;0;0;0;0;0;0;0;0;0;0;;1;30
"Roxithromycin";"Streptococcus pneumoniae";0;0;1;0;7;26;29;0;0;0;3;7;13;7;49;4;0;4;0;;2;150
"Roxithromycin";"Streptococcus pyogenes";0;0;0;0;6;23;9;0;0;1;1;2;1;0;10;0;0;0;0;;2;53
"Secnidazole";"Bacteroides fragilis";0;0;0;0;0;0;2;2;13;17;19;7;3;5;0;0;0;0;0;;1;68
"Secnidazole";"Bacteroides fragilis group";0;0;0;0;0;0;4;2;25;40;32;9;6;5;0;0;0;0;0;;1;123
"Sparfloxacin";"Acinetobacter spp";0;0;30;46;25;14;5;6;9;13;14;15;41;35;12;6;0;0;0;;2;271
"Sparfloxacin";"Aeromonas hydrophila";0;0;0;4;14;7;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;26
"Sparfloxacin";"Bacteroides fragilis";0;0;0;0;0;0;0;0;3;56;37;16;4;3;1;1;0;0;0;;2;121
"Sparfloxacin";"Citrobacter spp";0;0;2;37;51;32;10;8;22;11;6;4;1;5;1;0;0;0;0;;2;190
"Sparfloxacin";"Clostridium perfringens";0;0;0;0;3;7;34;46;11;0;0;0;0;0;0;0;0;0;0;;2;101
"Sparfloxacin";"Enterobacter spp";0;0;14;94;194;125;27;26;20;13;11;4;0;1;1;0;0;0;0;;2;530
"Sparfloxacin";"Enterococcus faecalis";0;0;0;0;1;3;9;180;209;42;4;5;1;31;29;3;5;0;0;1;2;522
"Sparfloxacin";"Enterococcus faecium";0;0;0;0;0;0;0;4;7;11;5;2;0;0;0;0;0;0;0;;1;29
"Sparfloxacin";"Escherichia coli";0;0;69;227;203;36;12;16;8;5;1;1;4;5;9;2;0;0;0;0.064;2;598
"Sparfloxacin";"Haemophilus influenzae";0;14;152;126;30;8;4;7;1;3;4;4;10;1;1;0;0;0;0;0.064;3;365
"Sparfloxacin";"Haemophilus parainfluenzae";0;0;23;10;8;1;1;2;0;0;0;0;0;0;0;0;0;0;0;;1;45
"Sparfloxacin";"Klebsiella pneumoniae";0;0;2;6;49;63;15;8;10;5;5;3;3;9;0;0;0;0;0;;1;178
"Sparfloxacin";"Klebsiella spp";0;0;3;118;176;228;42;18;27;15;6;3;2;1;3;1;0;0;0;;3;643
"Sparfloxacin";"Legionella pneumophila";20;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;22
"Sparfloxacin";"Listeria monocytogenes";0;0;0;0;0;0;0;0;1;23;49;1;0;0;0;0;0;0;0;;2;74
"Sparfloxacin";"Moraxella catarrhalis";0;0;16;45;132;15;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;208
"Sparfloxacin";"Morganella morganii";0;0;0;0;2;18;39;29;5;2;3;0;2;1;1;2;0;0;0;;1;104
"Sparfloxacin";"Neisseria gonorrhoeae";19;35;72;11;2;1;2;3;1;0;0;0;0;0;0;0;0;0;0;;2;146
"Sparfloxacin";"Neisseria meningitidis";0;5;61;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;2;83
"Sparfloxacin";"Plesiomonas shigelloides";0;2;1;12;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;18
"Sparfloxacin";"Proteus mirabilis";0;0;0;0;0;5;43;243;203;18;8;10;2;9;6;6;0;0;0;;2;553
"Sparfloxacin";"Proteus spp";0;0;0;0;0;7;18;45;28;2;2;0;0;0;0;0;0;0;0;;1;102
"Sparfloxacin";"Proteus vulgaris";0;0;0;0;1;4;22;24;28;6;1;0;0;0;0;0;0;0;0;;1;86
"Sparfloxacin";"Providencia spp";0;0;0;0;0;3;16;12;4;4;2;6;2;0;3;0;0;0;0;;1;52
"Sparfloxacin";"Pseudomonas aeruginosa";0;0;0;0;0;1;9;46;119;183;84;40;34;31;21;26;10;3;0;;2;607
"Sparfloxacin";"Salmonella spp";0;0;1;15;47;119;0;1;2;0;0;0;0;0;0;0;0;0;0;;2;185
"Sparfloxacin";"Salmonella typhi";0;0;4;32;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;40
"Sparfloxacin";"Serratia spp";0;0;0;2;5;9;23;37;72;31;33;30;20;12;2;1;0;0;0;;2;277
"Sparfloxacin";"Shigella spp";0;1;35;48;15;5;2;0;0;0;0;0;0;1;0;0;0;0;0;;2;107
"Sparfloxacin";"Staphylococcus aureus";0;0;0;9;202;673;154;7;10;8;9;59;208;45;3;0;0;0;0;0.25;2;1387
"Sparfloxacin";"Staphylococcus coagulase negative";0;0;1;5;24;497;608;88;10;5;24;144;161;57;0;0;0;0;0;;2;1624
"Sparfloxacin";"Streptococcus agalactiae";0;0;0;0;0;0;0;3;70;14;4;0;0;0;0;0;0;0;0;;1;91
"Sparfloxacin";"Streptococcus group C";0;0;0;0;0;0;0;29;30;3;0;0;0;0;0;0;0;0;0;;1;62
"Sparfloxacin";"Streptococcus group G";0;0;0;0;0;0;1;35;30;7;0;0;0;0;0;0;0;0;0;;1;73
"Sparfloxacin";"Streptococcus pneumoniae";0;0;0;0;0;8;215;390;130;13;0;4;15;3;0;0;0;0;0;;3;778
"Sparfloxacin";"Streptococcus pyogenes";0;0;0;0;1;2;17;95;126;59;5;0;0;0;0;0;0;0;0;;2;305
"Sparfloxacin";"Streptococcus, viridans group";0;0;0;0;0;0;3;16;57;18;2;0;0;0;0;1;0;0;0;;1;97
"Spectinomycin";"Escherichia coli";0;0;0;0;0;0;0;0;0;0;0;7;132;2071;342;200;357;581;0;64;15;3690
"Spectinomycin";"Mannheimia haemolytica";0;0;0;0;0;0;0;0;0;0;0;0;17;45;0;0;1;0;0;;2;63
"Spectinomycin";"Neisseria gonorrhoeae";0;0;0;0;0;9;2;8;6;13;100;637;2108;1772;625;73;10;0;1;64;15;5364
"Spectinomycin";"Pasteurella multocida";0;0;0;0;0;0;0;0;0;0;0;8;28;88;29;0;1;6;0;;4;160
"Spectinomycin";"Salmonella spp";0;0;0;0;0;0;0;0;0;0;0;1;3;1442;7836;857;158;2158;1;;11;12456
"Spectinomycin";"Serratia spp";0;0;0;0;0;0;0;0;0;0;0;1;22;275;320;21;1;20;0;;2;660
"Spectinomycin";"Staphylococcus aureus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;97;19;0;4;128;4;124
"Spectinomycin";"Staphylococcus haemolyticus";0;0;0;0;0;0;0;0;1;1;5;2;1;0;0;0;0;0;0;;1;10
"Spectinomycin";"Staphylococcus hominis";0;0;0;0;0;0;0;0;0;4;35;74;7;2;1;6;1;0;0;;1;130
"Spectinomycin";"Staphylococcus hyicus";0;0;0;0;0;0;0;0;0;0;0;0;1;0;41;130;4;0;38;;2;214
"Spectinomycin";"Staphylococcus warneri";0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;;1;4
"Spiramycin";"Streptococcus pneumoniae";0;0;0;0;1;6;84;9;0;0;0;1;0;0;0;1;0;0;0;;1;102
"Spiramycin";"Streptococcus pyogenes";0;0;0;0;0;0;1;14;24;1;0;0;0;1;0;0;0;0;0;;1;41
"Streptomycin";"Bifidobacterium longum";0;0;0;0;0;0;0;0;0;0;0;0;6;14;27;13;16;0;3;;1;79
"Streptomycin";"Bifidobacterium pseudolongum";0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;39;27;1;0;;1;82
"Streptomycin";"Bifidobacterium spp";0;0;0;0;0;0;0;0;0;0;0;2;13;43;67;112;97;11;19;;2;364
"Streptomycin";"Bifidobacterium thermophilum";0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;39;31;5;1;;1;80
"Streptomycin";"Campylobacter coli";0;0;0;0;0;0;0;0;0;67;114;95;26;102;257;110;100;120;0;4;9;991
"Streptomycin";"Campylobacter jejuni";0;0;0;0;0;0;0;7;229;634;56;4;2;5;2;5;6;2;0;4;14;952
"Streptomycin";"Citrobacter spp";0;0;0;0;0;0;0;0;0;7;22;24;17;1;0;1;11;0;0;;1;83
"Streptomycin";"Enterobacter agglomerans";0;0;0;0;0;0;0;1;1;22;31;3;0;0;0;0;0;0;0;;1;58
"Streptomycin";"Enterobacter cloacae";0;0;0;0;0;0;0;0;0;1;35;40;8;4;1;1;0;2;0;;1;92
"Streptomycin";"Enterobacter dissolvens";0;0;0;0;0;0;0;0;0;0;19;24;0;0;1;0;0;0;0;;1;44
"Streptomycin";"Enterobacter spp";0;0;0;0;0;0;0;0;1;4;27;24;6;0;0;5;6;1;0;;1;74
"Streptomycin";"Enterococcus faecalis";0;0;0;0;0;0;0;0;0;0;2;5;4;21;90;279;388;208;232;512;15;1229
"Streptomycin";"Enterococcus faecium";0;0;0;0;0;0;0;0;0;2;5;2;5;99;550;427;34;10;160;128;14;1294
"Streptomycin";"Enterococcus hirae";0;0;0;0;0;0;0;0;0;0;0;1;0;21;154;315;72;0;5;128;8;568
"Streptomycin";"Escherichia coli";0;0;0;0;0;0;0;0;0;76;586;2269;3099;1028;446;1085;1124;166;38;16;26;9917
"Streptomycin";"Hafnia alvei";0;0;0;0;0;0;0;0;1;1;32;13;0;0;0;0;0;0;0;;1;47
"Streptomycin";"Klebsiella oxytoca";0;0;0;0;0;0;0;0;0;2;20;19;5;0;1;1;1;1;0;;1;50
"Streptomycin";"Klebsiella pneumoniae";0;0;0;0;0;0;0;0;0;7;63;33;15;0;4;4;8;7;0;;1;141
"Streptomycin";"Klebsiella spp";0;0;0;0;0;0;5;11;15;11;54;100;8;3;8;4;1;1;0;;1;221
"Streptomycin";"Kluyvera spp";0;0;0;0;0;0;0;0;0;5;15;6;1;1;4;0;2;0;0;;1;34
"Streptomycin";"Lactobacillus acidophilus";0;0;0;0;0;0;0;0;0;0;3;4;3;1;0;0;0;0;0;;1;11
"Streptomycin";"Lactobacillus amylovorus";0;0;0;0;0;0;0;0;0;0;3;9;6;3;0;1;1;4;4;;1;31
"Streptomycin";"Lactobacillus crispatus";0;0;0;0;0;0;0;0;1;0;0;1;4;1;0;0;0;0;0;;1;7
"Streptomycin";"Lactobacillus delbrueckii";0;0;0;0;0;0;0;0;1;2;8;15;12;4;1;1;0;0;0;;1;44
"Streptomycin";"Lactobacillus fermentum";0;0;0;0;0;0;0;0;0;0;0;0;1;9;28;16;2;0;0;;1;56
"Streptomycin";"Lactobacillus gallinarum";0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;3;;1;8
"Streptomycin";"Lactobacillus gasseri";0;0;0;0;0;0;0;0;0;1;1;11;18;2;3;0;0;0;0;;1;36
"Streptomycin";"Lactobacillus helveticus";0;0;0;0;0;0;0;2;1;15;7;0;0;2;0;0;0;0;0;;1;27
