"Antimicrobial";"Bacterium";"M0.002";"M0.004";"M0.008";"M0.016";"M0.032";"M0.064";"M0.125";"M0.25";"M0.5";"M1";"M2";"M4";"M8";"M16";"M32";"M64";"M128";"M256";"M512";"ECOFF";"Distributions";"Observations"
"Cefoxitin";"Klebsiella aerogenes";0;0;0;0;0;0;0;2;2;5;30;33;27;42;44;1646;58;155;0;;20;2044
"Cefoxitin";"Klebsiella oxytoca";0;0;0;0;0;0;1;4;26;414;1375;705;212;121;36;58;0;5;0;8;23;2957
"Cefoxitin";"Klebsiella pneumoniae";0;0;0;0;0;0;1;7;77;1716;9839;7857;2895;1482;871;551;20;8;0;8;25;25324
"Cefoxitin";"Morganella morganii";0;0;0;0;0;0;0;0;1;2;12;73;551;396;42;82;4;0;0;;10;1163
"Cefoxitin";"Prevotella spp";0;0;0;0;0;1;0;44;13;26;13;35;24;12;7;0;0;0;0;;1;175
"Cefoxitin";"Proteus mirabilis";0;0;0;0;0;0;0;3;8;269;3818;3461;487;130;53;43;1;2;0;8;13;8275
"Cefoxitin";"Proteus vulgaris";0;0;0;0;0;0;0;1;3;1;83;153;89;11;3;8;0;0;0;;5;352
"Cefoxitin";"Providencia rettgeri";0;0;0;0;0;0;0;0;0;16;32;22;9;5;4;4;0;4;0;;3;96
"Cefoxitin";"Providencia stuartii";0;0;0;0;0;0;0;1;1;16;93;46;9;11;8;18;0;0;0;;3;203
"Cefoxitin";"Salmonella enteritidis";0;0;0;0;0;0;0;1;1;25;426;90;8;4;0;0;0;0;0;8;1;555
"Cefoxitin";"Salmonella spp";0;0;0;0;0;0;0;5;631;3512;17713;8554;973;350;1527;1273;0;0;0;8;8;34538
"Cefoxitin";"Salmonella typhi";0;0;0;0;0;0;0;0;0;94;180;30;17;1;0;1;0;0;0;8;1;323
"Cefoxitin";"Salmonella typhimurium";0;0;0;0;0;0;0;0;0;18;104;48;10;4;4;1;0;0;0;8;1;189
"Cefoxitin";"Serratia marcescens";0;0;0;0;0;0;0;1;4;2;13;63;787;2691;1770;581;46;14;0;;7;5972
"Cefoxitin";"Serratia spp";0;0;0;0;0;0;0;0;0;0;0;1;3;20;55;37;14;10;0;;2;140
"Cefoxitin";"Shigella flexneri";0;0;0;0;0;0;0;1;0;5;141;177;7;1;0;1;0;0;0;8;2;333
"Cefoxitin";"Shigella sonnei";0;0;0;0;0;0;0;0;0;51;267;103;5;0;0;0;0;0;0;8;1;426
"Cefoxitin";"Staphylococcus aureus";0;0;0;0;0;0;1;9;67;273;217;160;8;1;7;6;3;4;0;4;12;756
"Cefoxitin";"Staphylococcus aureus MRSA";0;0;0;0;0;0;0;0;0;0;0;1;5;18;69;55;12;9;0;4;3;169
"Cefoxitin";"Staphylococcus aureus MSSA";0;0;0;0;0;0;0;0;0;0;6;244;24;0;0;0;0;0;0;4;3;274
"Cefoxitin";"Staphylococcus lugdunensis";0;0;0;0;0;0;0;0;0;5;79;17;1;0;0;0;0;0;0;;2;102
"Cefoxitin";"Staphylococcus saprophyticus";0;0;0;0;0;0;0;0;0;1;12;97;5;0;5;1;0;0;3;;1;124
"Cefpirome";"Acinetobacter spp";0;0;0;0;0;0;0;0;7;19;16;33;4;11;1;12;0;0;0;;1;103
"Cefpirome";"Citrobacter spp";0;0;1;1;3;7;3;2;1;0;0;0;0;0;0;0;0;0;0;;1;18
"Cefpirome";"Enterobacter spp";0;0;0;0;5;4;14;4;5;5;1;1;0;0;0;0;0;0;0;;1;39
"Cefpirome";"Escherichia coli";0;0;1;234;1503;2359;1023;268;88;47;46;20;9;14;16;9;86;5;0;0.25;7;5728
"Cefpirome";"Haemophilus influenzae";0;0;0;28;127;75;2;8;2;1;0;0;0;0;0;0;0;0;0;0.125;2;243
"Cefpirome";"Klebsiella spp";0;0;5;66;324;251;69;32;22;17;4;2;1;0;0;0;1;0;0;0.25;4;794
"Cefpirome";"Morganella morganii";0;3;7;47;15;2;2;4;0;0;0;0;0;0;0;0;0;0;0;;1;80
"Cefpirome";"Neisseria gonorrhoeae";5;19;33;44;22;7;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;130
"Cefpirome";"Neisseria meningitidis";4;2;15;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;28
"Cefpirome";"Proteus mirabilis";0;1;3;24;73;69;12;8;3;0;0;0;0;0;0;0;0;0;0;0.25;2;193
"Cefpirome";"Proteus vulgaris";0;0;0;3;1;10;11;8;2;0;0;0;0;0;0;0;0;0;0;;1;35
"Cefpirome";"Providencia spp";0;0;0;5;8;50;19;7;10;0;0;2;0;0;0;0;0;0;0;;1;101
"Cefpirome";"Pseudomonas aeruginosa";0;0;0;0;0;0;0;1;9;135;262;154;77;38;16;6;6;0;0;;4;704
"Cefpirome";"Salmonella spp";0;0;0;0;1;11;16;6;0;0;0;2;0;1;0;0;0;0;0;;1;37
"Cefpirome";"Serratia spp";0;0;0;1;0;13;7;2;6;0;0;1;0;0;0;0;0;0;0;;1;30
"Cefpirome";"Streptococcus pneumoniae";0;0;2;155;62;216;259;15;24;2;4;7;9;6;2;0;4;0;0;;4;767
"Cefpodoxime";"Citrobacter freundii";0;0;0;0;0;0;1;28;31;203;251;67;11;4;3;205;8;0;30;;3;842
"Cefpodoxime";"Citrobacter koseri";0;0;0;0;0;0;1;9;1;3;0;0;0;1;0;0;1;0;0;;1;16
"Cefpodoxime";"Enterobacter cloacae";0;0;0;0;0;0;3;210;290;636;349;145;74;51;48;640;64;0;56;;3;2566
"Cefpodoxime";"Enterobacter spp";0;0;0;0;0;0;1;95;110;209;164;62;22;13;12;185;1;0;72;;2;946
"Cefpodoxime";"Escherichia coli";0;0;0;0;0;0;58;553;684;154;46;21;14;11;11;13;114;0;0;2;2;1679
"Cefpodoxime";"Haemophilus influenzae";0;0;20;662;5220;9636;3342;1274;234;211;212;30;1;0;0;0;0;0;0;0.25;7;20842
"Cefpodoxime";"Klebsiella aerogenes";0;0;0;0;0;0;1;22;34;17;8;4;3;3;4;27;19;0;0;;2;142
"Cefpodoxime";"Legionella pneumophila";0;0;0;0;0;0;4;4;14;44;34;0;0;0;0;0;0;0;0;;1;100
"Cefpodoxime";"Moraxella catarrhalis";0;0;0;1;35;219;1468;2598;3916;2392;145;11;3;0;0;0;0;0;0;;4;10788
"Cefpodoxime";"Pseudomonas aeruginosa";0;0;0;0;0;0;8;0;3;1;0;0;1;2;2;7;414;0;0;;1;438
"Cefpodoxime";"Serratia liquefaciens";0;0;0;0;0;0;1;17;37;48;15;12;6;3;6;11;3;0;138;;2;297
"Cefpodoxime";"Serratia marcescens";0;0;0;0;0;0;1;30;209;277;94;59;32;26;25;50;10;0;154;;3;967
"Cefpodoxime";"Serratia spp";0;0;0;0;0;1;0;8;67;96;48;15;14;9;5;14;2;4;167;;3;450
"Cefpodoxime";"Staphylococcus aureus";0;0;0;0;0;0;7;10;23;597;3340;193;96;72;900;0;1;2;0;4;2;5241
"Cefpodoxime";"Streptococcus agalactiae";0;0;0;0;98;248;18;4;1;0;0;0;0;0;0;0;0;0;0;;2;369
"Cefpodoxime";"Streptococcus oralis";0;0;0;0;6;4;5;2;2;3;3;1;5;0;0;0;0;0;0;;1;31
"Cefpodoxime";"Streptococcus pneumoniae";0;0;49;378;3413;530;220;177;101;176;433;313;19;14;2;0;0;0;0;0.125;5;5825
"Cefpodoxime-clavulanic acid";"Citrobacter freundii";0;0;0;0;0;0;0;22;17;76;114;50;18;6;3;115;0;0;29;;1;450
"Cefpodoxime-clavulanic acid";"Serratia liquefaciens";0;0;0;0;0;0;0;7;11;27;16;6;5;3;2;7;0;0;137;;1;221
"Cefpodoxime-clavulanic acid";"Serratia marcescens";0;0;0;0;0;0;0;1;26;90;127;63;35;20;15;21;0;0;153;;1;551
"Cefpodoxime-clavulanic acid";"Serratia spp";0;0;0;0;0;0;0;4;14;42;52;41;14;9;6;11;0;0;166;;1;359
"Ceftaroline";"Citrobacter spp";0;0;0;0;0;0;1;4;1;0;1;0;2;0;1;5;3;0;0;;1;18
"Ceftaroline";"Enterobacter cloacae";0;0;0;0;0;0;1;1;1;2;0;1;0;0;0;2;0;0;0;;1;8
"Ceftaroline";"Escherichia coli";0;0;1;0;102;272;167;87;52;28;18;11;13;4;62;1;11;0;0;0.5;3;829
"Ceftaroline";"Haemophilus influenzae";1;8;1420;423;185;68;26;15;5;0;0;0;0;0;0;0;0;0;0;0.032;5;2151
"Ceftaroline";"Klebsiella aerogenes";0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;2;0;0;0;;1;5
"Ceftaroline";"Klebsiella oxytoca";0;0;0;0;19;55;72;75;32;7;2;3;4;2;22;1;3;0;0;0.5;3;297
"Ceftaroline";"Klebsiella pneumoniae";0;0;0;0;44;302;178;57;40;13;5;6;15;4;68;1;1;0;0;0.5;3;734
"Ceftaroline";"Morganella morganii";0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;1;0;0;0;;1;5
"Ceftaroline";"Staphylococcus aureus";0;0;0;0;5;27;935;5637;3380;1542;474;3;6;0;0;0;0;0;0;0.5;5;12009
"Ceftaroline";"Staphylococcus aureus MRSA";0;0;0;0;5;18;689;4422;3101;1491;447;2;6;0;0;0;0;0;0;0.5;3;10181
"Ceftaroline";"Staphylococcus aureus MSSA";0;0;0;0;0;6;246;1169;61;11;1;0;0;0;0;0;0;0;0;0.5;3;1494
"Ceftaroline";"Streptococcus agalactiae";0;7;22;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;32
"Ceftaroline";"Streptococcus pneumoniae";1;2;10;2216;195;229;528;174;68;1;2;0;0;0;0;0;0;0;0;0.032;3;3426
"Ceftaroline";"Streptococcus pyogenes";0;32;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;33
"Ceftazidime";"Acinetobacter baumannii";0;0;2;0;0;5;25;57;102;216;702;1744;1158;722;885;467;302;1013;2;;116;7402
"Ceftazidime";"Acinetobacter lwoffii";0;0;0;0;1;0;3;42;32;121;171;133;85;45;84;16;1;2;14;;3;750
"Ceftazidime";"Acinetobacter spp";0;0;0;1;0;0;3;28;64;123;169;249;150;56;28;45;8;5;23;;9;952
"Ceftazidime";"Bacteroides fragilis";0;0;0;0;0;0;0;0;1;0;0;1;3;15;26;3;12;37;0;;1;98
"Ceftazidime";"Bacteroides fragilis group";0;0;0;0;0;0;0;0;2;0;0;1;4;16;28;4;16;56;0;;1;127
"Ceftazidime";"Burkholderia cepacia";0;0;0;0;0;0;0;1;5;13;20;9;5;2;8;3;4;1;0;;3;71
"Ceftazidime";"Citrobacter freundii";0;0;0;0;1;10;9;86;41;29;15;11;11;15;36;30;6;0;0;1;3;300
"Ceftazidime";"Citrobacter koseri";0;0;0;0;2;8;24;22;14;4;1;1;0;2;1;0;1;0;0;1;2;80
"Ceftazidime";"Citrobacter spp";0;0;0;0;3;16;311;364;226;440;206;38;33;45;299;5;5;3;7;1;8;2001
"Ceftazidime";"Enterobacter cloacae";0;3;19;29;145;438;474;728;456;206;105;110;154;186;196;281;123;84;64;1;56;3801
"Ceftazidime";"Enterobacter spp";0;0;0;0;1;16;733;1435;784;1771;901;205;200;338;1937;2;0;0;0;;4;8323
"Ceftazidime";"Escherichia coli";0;0;21;53;243;1671;5422;5294;1229;329;201;141;137;146;141;79;25;25;5;0.5;82;15162
"Ceftazidime";"Haemophilus influenzae";0;0;0;0;32;194;172;43;13;10;7;0;0;2;0;0;0;0;0;0.5;8;473
"Ceftazidime";"Klebsiella aerogenes";0;0;1;1;3;45;106;192;122;57;55;42;51;85;98;121;66;237;2;1;50;1284
"Ceftazidime";"Klebsiella oxytoca";0;0;4;9;58;368;532;385;159;99;83;66;18;17;15;14;13;12;8;0.5;55;1860
"Ceftazidime";"Klebsiella pneumoniae";0;0;10;9;89;592;1346;1425;611;281;145;88;104;113;146;136;92;112;27;0.5;68;5326
"Ceftazidime";"Klebsiella spp";0;0;0;15;125;343;351;158;71;43;13;3;3;0;2;0;1;0;0;0.5;5;1128
"Ceftazidime";"Moraxella catarrhalis";0;0;0;6;27;28;10;7;1;1;0;0;0;0;0;0;0;0;0;;2;80
"Ceftazidime";"Morganella morganii";0;2;5;18;67;64;48;38;34;15;12;10;7;19;4;3;0;1;0;0.25;3;347
"Ceftazidime";"Neisseria gonorrhoeae";0;2;3;12;16;5;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;38
"Ceftazidime";"Proteus mirabilis";0;0;6;86;517;461;92;50;37;30;10;9;2;4;2;2;0;3;0;0.125;5;1311
"Ceftazidime";"Proteus vulgaris";0;0;0;10;52;82;12;2;6;1;1;1;1;1;0;0;0;0;0;0.125;2;169
"Ceftazidime";"Providencia spp";0;0;0;0;1;9;28;43;6;2;0;4;0;0;0;0;0;0;0;0.5;1;93
"Ceftazidime";"Providencia stuartii";0;0;0;0;1;1;1;6;4;2;8;6;2;3;1;1;0;1;0;0.5;3;37
"Ceftazidime";"Pseudomonas aeruginosa";0;0;0;1;4;8;31;292;966;5975;12322;6271;2738;1712;815;751;167;117;106;8;84;32276
"Ceftazidime";"Pseudomonas fluorescens group";0;0;0;0;1;1;0;4;5;24;68;57;18;10;9;4;0;0;113;8;3;314
"Ceftazidime";"Salmonella spp";0;0;0;0;0;4;168;415;2144;1663;1089;17;8;10;16;1;0;0;0;2;5;5535
"Ceftazidime";"Serratia marcescens";0;0;1;1;12;89;614;836;379;924;526;83;70;43;156;7;21;15;0;0.5;6;3777
"Ceftazidime";"Serratia spp";0;0;0;0;2;13;36;111;63;35;20;7;2;0;0;0;1;0;1;0.5;4;291
"Ceftazidime";"Stenotrophomonas maltophilia";0;0;0;0;0;1;4;40;72;146;180;97;76;98;138;314;31;8;1;;13;1206
"Ceftazidime";"Streptococcus pneumoniae";0;0;2;1;14;49;107;189;105;161;335;28;30;21;6;0;0;0;0;0.5;4;1048
"Ceftazidime";"Streptococcus pyogenes";0;0;0;1;2;75;113;59;16;1;0;1;5;0;0;0;0;0;0;0.5;3;273
"Ceftazidime";"Streptococcus, viridans group";0;0;0;0;2;2;6;19;28;18;12;19;7;7;9;2;2;2;0;;3;135
"Ceftazidime-clavulanate";"Escherichia coli";0;0;60;52;193;572;909;753;178;49;56;30;41;17;9;17;2;1;0;0.5;59;2939
"Ceftibuten";"Acinetobacter baumannii";0;0;0;0;0;0;0;0;0;0;2;9;30;64;0;0;0;0;0;;1;105
"Ceftibuten";"Acinetobacter spp";0;0;0;0;0;0;0;0;2;2;3;0;3;3;2;2;2;1;0;;1;20
"Ceftibuten";"Burkholderia cepacia";0;0;0;0;0;0;0;0;1;2;6;3;0;0;0;1;0;2;0;;1;15
"Ceftibuten";"Citrobacter freundii";0;0;0;0;4;13;8;43;61;26;8;2;2;91;0;0;0;3;0;;3;261
"Ceftibuten";"Enterobacter cloacae";0;0;0;2;3;49;54;136;126;73;31;16;25;171;3;1;1;12;0;;3;703
"Ceftibuten";"Enterobacter spp";0;0;1;1;4;4;5;6;7;5;2;0;0;0;0;0;0;2;0;;1;37
"Ceftibuten";"Enterococcus faecalis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;;1;43
"Ceftibuten";"Escherichia coli";0;0;2;7;23;693;1132;1412;309;76;21;13;26;66;0;0;0;1;0;1;4;3781
"Ceftibuten";"Haemophilus influenzae";0;0;0;2;86;199;105;21;14;4;6;4;3;0;0;0;0;0;0;0.5;3;444
"Ceftibuten";"Klebsiella aerogenes";0;0;0;1;1;16;31;28;12;7;4;1;3;18;0;0;0;0;0;;2;122
"Ceftibuten";"Klebsiella oxytoca";0;0;5;7;4;83;2;2;4;1;1;1;2;1;0;0;0;0;0;;2;113
"Ceftibuten";"Klebsiella pneumoniae";0;0;5;28;47;194;17;3;7;10;2;3;1;3;0;0;0;0;0;;2;320
"Ceftibuten";"Moraxella catarrhalis";0;0;0;0;0;0;5;8;2;4;9;0;0;0;0;0;0;0;0;;1;28
"Ceftibuten";"Morganella morganii";0;0;3;2;11;11;8;0;1;0;0;0;0;0;0;0;0;0;0;;1;36
"Ceftibuten";"Proteus mirabilis";0;0;24;135;159;23;7;2;0;0;0;1;0;0;0;0;0;0;0;;2;351
"Ceftibuten";"Proteus spp";0;0;11;13;15;4;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;43
"Ceftibuten";"Serratia marcescens";0;0;0;0;0;83;74;18;11;10;18;7;9;6;0;0;0;0;0;;2;236
"Ceftibuten";"Stenotrophomonas maltophilia";0;0;0;0;0;0;0;0;0;0;0;3;40;26;0;0;0;0;0;;1;69
"Ceftibuten";"Streptococcus pneumoniae";0;0;0;0;0;0;0;0;0;70;99;101;13;11;0;2;0;12;0;;2;308
"Ceftibuten";"Streptococcus pyogenes";0;0;0;0;0;0;0;5;19;1;0;0;0;0;0;0;0;0;0;;1;25
"Ceftibuten";"Streptococcus, viridans group";0;0;0;0;0;0;0;3;1;2;1;2;3;2;3;2;0;5;0;;1;24
"Ceftiofur";"Escherichia coli";0;0;0;0;0;0;1681;16241;15649;869;166;436;1190;626;0;0;0;0;0;1;12;36858
"Ceftiofur";"Mannheimia haemolytica";0;7;6;40;29;25;5;0;0;0;0;0;0;0;0;0;0;0;0;;3;112
"Ceftiofur";"Salmonella spp";0;0;0;0;0;0;45;419;17884;13939;499;107;373;3271;0;0;0;0;0;2;10;36537
"Ceftiofur";"Staphylococcus aureus";0;0;0;0;0;0;4;13;63;43;0;0;0;0;0;0;0;0;0;;3;123
"Ceftiofur";"Staphylococcus hyicus";0;0;0;0;0;0;1;0;76;132;4;1;0;0;0;0;0;0;0;;2;214
"Ceftobiprole";"Acinetobacter baumannii";0;0;0;0;0;21;36;113;93;37;20;10;13;617;3;11;2;0;0;;6;976
"Ceftobiprole";"Acinetobacter calcoaceticus";0;0;0;0;0;2;1;1;1;1;1;0;1;10;0;0;0;0;0;;2;18
"Ceftobiprole";"Acinetobacter lwoffii";0;0;0;3;2;48;14;4;7;6;0;0;1;7;0;0;0;0;0;;5;92
"Ceftobiprole";"Acinetobacter spp";0;0;0;28;17;126;121;252;224;80;46;22;24;837;22;203;0;0;0;;11;2002
"Ceftobiprole";"Aeromonas hydrophila";0;0;0;0;0;3;1;1;1;0;0;0;0;2;0;0;0;0;0;;2;8
"Ceftobiprole";"Aeromonas spp";0;0;0;0;0;13;1;3;1;0;0;1;0;2;0;0;0;0;0;;2;21
"Ceftobiprole";"Bacteroides fragilis";0;0;0;0;0;1;0;0;4;6;11;15;16;10;0;10;25;0;0;;1;98
"Ceftobiprole";"Bacteroides fragilis group";0;0;0;0;0;1;2;0;5;6;12;19;22;12;1;15;32;0;0;;1;127
"Ceftobiprole";"Citrobacter braakii";0;0;0;1;3;2;0;2;1;0;0;0;0;0;0;0;0;0;0;;1;9
"Ceftobiprole";"Citrobacter freundii";0;0;0;10;60;143;12;9;29;29;20;3;0;17;3;0;0;0;0;;8;335
"Ceftobiprole";"Citrobacter koseri";0;0;0;4;97;111;2;1;0;1;0;0;0;4;0;0;0;0;0;;7;220
"Ceftobiprole";"Citrobacter spp";0;0;0;9;321;672;70;23;39;58;53;24;8;34;6;31;0;0;0;;10;1348
"Ceftobiprole";"Corynebacterium spp";0;0;0;0;0;36;5;2;1;3;2;1;2;25;0;0;0;0;0;;2;77
"Ceftobiprole";"Enterobacter cloacae";0;0;0;5;237;757;286;97;41;44;60;120;86;105;37;93;21;0;0;0.25;9;1989
"Ceftobiprole";"Enterobacter sakazakii";0;0;0;0;1;8;2;1;1;2;3;0;1;1;1;3;1;0;0;;2;25
"Ceftobiprole";"Enterococcus avium";0;0;0;0;0;1;3;16;12;2;2;1;6;1;0;0;0;0;0;;2;44
"Ceftobiprole";"Enterococcus durans";0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;1;3
"Ceftobiprole";"Enterococcus faecalis";0;0;0;0;2;67;682;1057;1937;635;641;229;129;82;1;3;0;0;0;;13;5465
"Ceftobiprole";"Enterococcus faecium";0;0;0;0;0;0;4;7;8;36;114;59;23;1886;160;124;7;0;0;;12;2428
"Ceftobiprole";"Enterococcus gallinarum";0;0;0;0;0;2;0;0;5;17;15;0;0;17;0;0;0;0;0;;4;56
"Ceftobiprole";"Enterococcus spp";0;0;0;0;0;50;474;799;1540;548;520;204;132;1790;0;0;0;0;0;;5;6057
"Ceftobiprole";"Escherichia coli";0;0;3;326;3050;1738;416;95;32;23;4;10;18;371;25;143;29;0;0;0.25;9;6283
"Ceftobiprole";"Haemophilus influenzae";0;0;1;27;209;147;78;12;2;0;0;0;0;0;0;0;0;0;0;0.25;4;476
"Ceftobiprole";"Klebsiella aerogenes";0;0;0;33;80;383;36;13;5;6;3;5;4;53;0;0;0;0;0;0.125;9;621
"Ceftobiprole";"Klebsiella oxytoca";0;0;0;1;30;60;52;84;45;27;7;5;4;38;1;17;16;0;0;;6;387
"Ceftobiprole";"Klebsiella pneumoniae";0;0;18;841;737;391;125;71;20;18;11;4;12;360;51;20;53;0;0;0.25;7;2732
"Ceftobiprole";"Klebsiella spp";0;0;0;11;403;174;60;17;7;5;4;1;1;5;11;158;0;0;0;;2;857
"Ceftobiprole";"Klebsiella terrigena";0;0;0;0;0;3;7;1;1;0;0;0;1;4;0;3;2;0;0;;2;22
"Ceftobiprole";"Moraxella catarrhalis";0;0;4;10;17;53;29;16;2;0;0;0;0;0;0;0;0;0;0;;3;131
"Ceftobiprole";"Morganella morganii";0;0;0;86;126;41;6;0;1;1;0;0;0;6;0;3;0;0;0;0.125;5;270
"Ceftobiprole";"Proteus mirabilis";0;0;2;201;1247;397;47;23;15;5;8;5;4;19;3;13;0;0;0;0.125;8;1989
"Ceftobiprole";"Proteus vulgaris";0;0;0;0;3;3;1;2;6;2;0;0;5;144;0;5;0;0;0;;7;171
"Ceftobiprole";"Providencia stuartii";0;0;0;3;1;21;1;0;0;0;0;0;0;1;0;0;0;0;0;;3;27
"Ceftobiprole";"Pseudomonas aeruginosa";0;0;0;1;4;11;11;67;446;2209;2134;1437;1373;1435;98;168;0;0;0;8;21;9394
"Ceftobiprole";"Pseudomonas fluorescens group";0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;;1;3
"Ceftobiprole";"Salmonella enteritidis";0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;5
"Ceftobiprole";"Salmonella spp";0;0;0;0;0;165;4;1;0;0;0;0;0;0;0;0;0;0;0;;5;170
"Ceftobiprole";"Salmonella typhi";0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;;2;13
"Ceftobiprole";"Salmonella typhimurium";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;2
"Ceftobiprole";"Serratia liquefaciens";0;0;0;0;0;15;2;1;1;0;0;0;0;1;0;0;0;0;0;;3;20
"Ceftobiprole";"Serratia marcescens";0;0;1;1;55;879;384;129;84;50;15;18;10;52;3;30;0;0;0;1;10;1711
"Ceftobiprole";"Serratia spp";0;0;0;0;0;504;101;53;35;18;3;7;5;44;0;0;0;0;0;;5;770
"Ceftobiprole";"Staphylococcus aureus";0;0;0;1;0;95;313;10356;7881;5781;2262;119;1;3;0;0;0;0;0;1;10;26812
"Ceftobiprole";"Staphylococcus aureus MRSA";0;0;0;0;1;9;14;106;4463;9138;2808;208;1;3;0;0;0;0;0;1;21;16751
"Ceftobiprole";"Staphylococcus aureus MSSA";0;0;0;0;4;73;383;10181;5665;320;8;0;0;0;0;0;0;0;0;1;20;16634
"Ceftobiprole";"Staphylococcus capitis";0;0;0;0;1;91;5;15;32;9;6;2;0;0;0;0;0;0;0;;6;161
"Ceftobiprole";"Staphylococcus coagulase negative";0;0;0;0;0;301;738;651;1430;1600;600;316;8;0;0;0;0;0;0;;7;5644
"Ceftobiprole";"Staphylococcus coagulase negative MRSE";0;0;1;1;0;4;3;5;54;176;71;42;1;0;0;0;0;0;0;;3;358
"Ceftobiprole";"Staphylococcus epidermidis";0;0;0;1;0;49;291;279;746;870;154;60;0;0;0;0;0;0;0;;7;2450
"Ceftobiprole";"Staphylococcus epidermidis MRSE";0;0;0;0;0;0;0;0;28;102;15;0;0;0;0;0;0;0;0;;1;145
"Ceftobiprole";"Staphylococcus epidermidis MSSE";0;0;0;1;1;0;53;67;22;5;2;0;0;0;0;0;0;0;0;;3;151
"Ceftobiprole";"Staphylococcus haemolyticus";0;0;0;0;0;7;15;32;45;73;116;152;6;0;0;0;0;0;0;;7;446
"Ceftobiprole";"Staphylococcus hominis";0;0;0;0;0;8;53;35;32;123;90;30;0;0;0;0;0;0;0;;5;371
"Ceftobiprole";"Staphylococcus lugdunensis";0;0;0;0;0;4;10;10;55;4;3;1;0;0;0;0;0;0;0;;5;87
"Ceftobiprole";"Staphylococcus saprophyticus";0;0;0;0;0;0;3;13;12;5;3;1;0;0;0;0;0;0;0;;3;37
"Ceftobiprole";"Staphylococcus warneri";0;0;0;0;0;4;33;27;21;12;2;6;0;0;0;0;0;0;0;;5;105
"Ceftobiprole";"Staphylococcus xylosis";0;0;0;0;0;2;5;4;22;21;2;2;0;0;0;0;0;0;0;;4;58
"Ceftobiprole";"Stenotrophomonas maltophilia";0;0;0;0;0;0;0;0;0;0;0;1;2;4;3;71;0;0;0;;4;81
"Ceftobiprole";"Streptococcus agalactiae";0;0;0;55;333;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0.064;4;414
"Ceftobiprole";"Streptococcus anginosus";0;0;0;3;0;7;46;13;0;0;0;1;0;0;0;0;0;0;0;0.25;3;70
"Ceftobiprole";"Streptococcus constellatus";0;0;2;0;1;33;16;1;4;4;0;0;0;0;0;0;0;0;0;;6;61
"Ceftobiprole";"Streptococcus gordonii";0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;4
"Ceftobiprole";"Streptococcus group G";0;0;28;56;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;2;94
"Ceftobiprole";"Streptococcus oralis";0;0;1;26;73;17;20;14;8;1;0;1;0;0;0;0;0;0;0;0.125;3;161
"Ceftobiprole";"Streptococcus pneumoniae";49;64;1023;2229;539;363;299;1025;1369;306;32;2;0;0;0;0;0;0;0;0.032;15;7300
"Ceftobiprole";"Streptococcus pyogenes";0;1;97;54;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032;2;157
"Ceftobiprole";"Streptococcus, viridans group";0;2;8;41;119;44;68;44;11;4;2;3;0;0;0;0;0;0;0;;3;346
"Ceftolozane-tazobactam";"Acinetobacter baumannii";0;0;0;17;1;33;10;13;25;40;48;43;120;108;107;122;0;0;0;;3;687
"Ceftolozane-tazobactam";"Acinetobacter lwoffii";0;0;0;6;0;2;0;3;1;2;1;1;2;1;3;3;0;0;0;;2;25
"Ceftolozane-tazobactam";"Citrobacter braakii";0;0;0;0;0;0;3;3;3;0;1;0;0;0;0;0;0;0;0;;1;10
"Ceftolozane-tazobactam";"Citrobacter freundii";0;0;0;0;0;5;86;101;26;16;15;40;30;30;16;13;0;0;0;;6;378
"Ceftolozane-tazobactam";"Citrobacter koseri";0;0;0;0;0;0;40;75;6;3;0;0;0;0;0;1;0;0;0;;2;125
"Ceftolozane-tazobactam";"Enterobacter cloacae";0;0;0;0;1;4;123;531;217;87;65;96;104;87;50;61;0;0;0;;8;1426
"Ceftolozane-tazobactam";"Escherichia coli";0;0;0;0;1;80;1995;1820;682;336;116;69;45;27;27;17;0;0;0;;11;5215
"Ceftolozane-tazobactam";"Haemophilus influenzae";0;0;0;0;7;81;104;15;1;0;0;0;0;0;0;0;0;0;0;;4;208
"Ceftolozane-tazobactam";"Klebsiella aerogenes";0;0;0;0;0;0;40;81;32;33;27;26;16;0;6;0;0;0;0;;5;261
